dt,value,dy,mn,yr
2019-03-21,2082,21,3,2019
2019-03-22,2082,22,3,2019
2019-03-23,2084,23,3,2019
2019-03-24,2084,24,3,2019
2019-03-25,2085,25,3,2019
2019-03-26,2085,26,3,2019
2019-03-27,2086,27,3,2019
2019-03-28,2087,28,3,2019
2019-03-29,2090,29,3,2019
2019-03-30,2091,30,3,2019
2019-03-31,2093,31,3,2019
2019-04-01,2107,1,4,2019
2019-04-02,2103,2,4,2019
2019-04-03,2097,3,4,2019
2019-04-04,2094,4,4,2019
2019-04-05,2089,5,4,2019
2019-04-06,2087,6,4,2019
2019-04-07,,7,4,2019
2019-04-08,,8,4,2019
2019-04-09,,9,4,2019
2019-04-10,,10,4,2019
2019-04-11,,11,4,2019
2019-04-12,,12,4,2019
2019-04-13,,13,4,2019
2019-04-14,,14,4,2019
2019-04-15,,15,4,2019
2019-04-16,,16,4,2019
2019-04-17,,17,4,2019
2019-04-18,,18,4,2019
2019-04-19,,19,4,2019
2019-04-20,,20,4,2019
2019-04-21,,21,4,2019
2019-04-22,,22,4,2019
2019-04-23,,23,4,2019
2019-04-24,,24,4,2019
2019-04-25,,25,4,2019
2019-04-26,,26,4,2019
2019-04-27,,27,4,2019
2019-04-28,,28,4,2019
2019-04-29,,29,4,2019
2019-04-30,,30,4,2019
2019-05-01,2160,1,5,2019
2019-05-02,2161,2,5,2019
2019-05-03,2161,3,5,2019
2019-05-04,2162,4,5,2019
2019-05-05,2164,5,5,2019
2019-05-06,2164,6,5,2019
2019-05-07,2165,7,5,2019
2019-05-08,2166,8,5,2019
2019-05-09,2166,9,5,2019
2019-05-10,2168,10,5,2019
2019-05-11,2170,11,5,2019
2019-05-12,2170,12,5,2019
2019-05-13,2170,13,5,2019
2019-05-14,2173,14,5,2019
2019-05-15,2173,15,5,2019
2019-05-16,2174,16,5,2019
2019-05-17,2174,17,5,2019
2019-05-18,2173,18,5,2019
2019-05-19,2173,19,5,2019
2019-05-20,2174,20,5,2019
2019-05-21,2176,21,5,2019
2019-05-22,2176,22,5,2019
2019-05-23,2176,23,5,2019
2019-05-24,2176,24,5,2019
2019-05-25,2176,25,5,2019
2019-05-26,2175,26,5,2019
2019-05-27,2175,27,5,2019
2019-05-28,2175,28,5,2019
2019-05-29,2175,29,5,2019
2019-05-30,2172,30,5,2019
2019-05-31,2170,31,5,2019
2019-06-01,2168,1,6,2019
2019-06-02,2165,2,6,2019
2019-06-03,2165,3,6,2019
2019-06-04,2164,4,6,2019
2019-06-05,2164,5,6,2019
2019-06-06,2163,6,6,2019
2019-06-07,2162,7,6,2019
2019-06-08,2163,8,6,2019
2019-06-09,2161,9,6,2019
2019-06-10,2158,10,6,2019
2019-06-11,2157,11,6,2019
2019-06-12,2155,12,6,2019
2019-06-13,2153,13,6,2019
2019-06-14,2151,14,6,2019
2019-06-15,2149,15,6,2019
2019-06-16,2146,16,6,2019
2019-06-17,2145,17,6,2019
2019-06-18,2143,18,6,2019
2019-06-19,2141,19,6,2019
2019-06-20,2140,20,6,2019
2019-06-21,2138,21,6,2019
2019-06-22,2134,22,6,2019
2019-06-23,2131,23,6,2019
2019-06-24,2128,24,6,2019
2019-06-25,2126,25,6,2019
2019-06-26,2125,26,6,2019
2019-06-27,2121,27,6,2019
2019-06-28,2117,28,6,2019
2019-06-29,2113,29,6,2019
2019-06-30,2112,30,6,2019
2019-07-01,2107,1,7,2019
2019-07-02,2103,2,7,2019
2019-07-03,2102,3,7,2019
2019-07-04,2099,4,7,2019
2019-07-05,2094,5,7,2019
2019-07-06,2090,6,7,2019
2019-07-07,2084,7,7,2019
2019-07-08,2079,8,7,2019
2019-07-09,2073,9,7,2019
2019-07-10,2069,10,7,2019
2019-07-11,2065,11,7,2019
2019-07-12,2059,12,7,2019
2019-07-13,2054,13,7,2019
2019-07-14,2050,14,7,2019
2019-07-15,2046,15,7,2019
2019-07-16,2041,16,7,2019
2019-07-17,2038,17,7,2019
2019-07-18,2035,18,7,2019
2019-07-19,2032,19,7,2019
2019-07-20,2028,20,7,2019
2019-07-21,2026,21,7,2019
2019-07-22,2023,22,7,2019
2019-07-23,2019,23,7,2019
2019-07-24,2016,24,7,2019
2019-07-25,2012,25,7,2019
2019-07-26,2008,26,7,2019
2019-07-27,2003,27,7,2019
2019-07-28,1997,28,7,2019
2019-07-29,1989,29,7,2019
2019-07-30,1985,30,7,2019
2019-07-31,1981,31,7,2019
2019-08-01,1975,1,8,2019
2019-08-02,1969,2,8,2019
2019-08-03,1961,3,8,2019
2019-08-04,1953,4,8,2019
2019-08-05,1945,5,8,2019
2019-08-06,1936,6,8,2019
2019-08-07,1926,7,8,2019
2019-08-08,1916,8,8,2019
2019-08-09,1906,9,8,2019
2019-08-10,1896,10,8,2019
2019-08-11,1884,11,8,2019
2019-08-12,1872,12,8,2019
2019-08-13,1859,13,8,2019
2019-08-14,1845,14,8,2019
2019-08-15,1832,15,8,2019
2019-08-16,1817,16,8,2019
2019-08-17,1800,17,8,2019
2019-08-18,1782,18,8,2019
2019-08-19,1764,19,8,2019
2019-08-20,1743,20,8,2019
2019-08-21,1721,21,8,2019
2019-08-22,1696,22,8,2019
2019-08-23,1672,23,8,2019
2019-08-24,1649,24,8,2019
2019-08-25,1627,25,8,2019
2019-08-26,1607,26,8,2019
2019-08-27,1588,27,8,2019
2019-08-28,1569,28,8,2019
2019-08-29,1549,29,8,2019
2019-08-30,1530,30,8,2019
2019-08-31,1512,31,8,2019
2019-09-01,1497,1,9,2019
2019-09-02,1483,2,9,2019
2019-09-03,1469,3,9,2019
2019-09-04,1455,4,9,2019
2019-09-05,1441,5,9,2019
2019-09-06,1415,6,9,2019
2019-09-07,1399,7,9,2019
2019-09-08,1382,8,9,2019
2019-09-09,1367,9,9,2019
2019-09-10,1355,10,9,2019
2019-09-11,1343,11,9,2019
2019-09-12,1327,12,9,2019
2019-09-13,1307,13,9,2019
2019-09-14,1287,14,9,2019
2019-09-15,1273,15,9,2019
2019-09-16,1260,16,9,2019
2019-09-17,1248,17,9,2019
2019-09-18,1237,18,9,2019
2019-09-19,1228,19,9,2019
2019-09-20,1218,20,9,2019
2019-09-21,1208,21,9,2019
2019-09-22,1200,22,9,2019
2019-09-23,1194,23,9,2019
2019-09-24,1192,24,9,2019
2019-09-25,1193,25,9,2019
2019-09-26,1197,26,9,2019
2019-09-27,1202,27,9,2019
2019-09-28,1202,28,9,2019
2019-09-29,1202,29,9,2019
2019-09-30,1200,30,9,2019
2019-10-01,1198,1,10,2019
2019-10-02,1198,2,10,2019
2019-10-03,1202,3,10,2019
2019-10-04,1207,4,10,2019
2019-10-05,1211,5,10,2019
2019-10-06,1215,6,10,2019
2019-10-07,1219,7,10,2019
2019-10-08,1220,8,10,2019
2019-10-09,1221,9,10,2019
2019-10-10,1222,10,10,2019
2019-10-11,1225,11,10,2019
2019-10-12,1227,12,10,2019
2019-10-13,1230,13,10,2019
2019-10-14,1234,14,10,2019
2019-10-15,1241,15,10,2019
2019-10-16,1253,16,10,2019
2019-10-17,1269,17,10,2019
2019-10-18,1292,18,10,2019
2019-10-19,1322,19,10,2019
2019-10-20,1350,20,10,2019
2019-10-21,1375,21,10,2019
2019-10-22,1394,22,10,2019
2019-10-23,1409,23,10,2019
2019-10-24,1420,24,10,2019
2019-10-25,1428,25,10,2019
2019-10-26,1435,26,10,2019
2019-10-27,1440,27,10,2019
2019-10-28,1446,28,10,2019
2019-10-29,1453,29,10,2019
2019-10-30,1461,30,10,2019
2019-10-31,1471,31,10,2019
2019-11-01,1483,1,11,2019
2019-11-02,1496,2,11,2019
2019-11-03,1504,3,11,2019
2019-11-04,1518,4,11,2019
2019-11-05,1533,5,11,2019
2019-11-06,1547,6,11,2019
2019-11-07,1558,7,11,2019
2019-11-08,1567,8,11,2019
2019-11-09,1571,9,11,2019
2019-11-10,1576,10,11,2019
2019-11-11,1580,11,11,2019
2019-11-12,1583,12,11,2019
2019-11-13,1588,13,11,2019
2019-11-14,1589,14,11,2019
2019-11-15,1591,15,11,2019
2019-11-16,1595,16,11,2019
2019-11-17,1601,17,11,2019
2019-11-18,1608,18,11,2019
2019-11-19,1616,19,11,2019
2019-11-20,1629,20,11,2019
2019-11-21,1642,21,11,2019
2019-11-22,1653,22,11,2019
2019-11-23,1667,23,11,2019
2019-11-24,1681,24,11,2019
2019-11-25,1693,25,11,2019
2019-11-26,1705,26,11,2019
2019-11-27,1716,27,11,2019
2019-11-28,1727,28,11,2019
2019-11-29,1736,29,11,2019
2019-11-30,1744,30,11,2019
2019-12-01,1752,1,12,2019
2019-12-02,1759,2,12,2019
2019-12-03,1764,3,12,2019
2019-12-04,1770,4,12,2019
2019-12-05,1776,5,12,2019
2019-12-06,1783,6,12,2019
2019-12-07,1787,7,12,2019
2019-12-08,1791,8,12,2019
2019-12-09,1795,9,12,2019
2019-12-10,1800,10,12,2019
2019-12-11,1806,11,12,2019
2019-12-12,1813,12,12,2019
2019-12-13,1818,13,12,2019
2019-12-14,1825,14,12,2019
2019-12-15,1831,15,12,2019
2019-12-16,1839,16,12,2019
2019-12-17,1845,17,12,2019
2019-12-18,1852,18,12,2019
2019-12-19,1860,19,12,2019
2019-12-20,1865,20,12,2019
2019-12-21,1871,21,12,2019
2019-12-22,1878,22,12,2019
2019-12-23,1886,23,12,2019
2019-12-24,1892,24,12,2019
2019-12-25,1898,25,12,2019
2019-12-26,1906,26,12,2019
2019-12-27,1914,27,12,2019
2019-12-28,1920,28,12,2019
2019-12-29,1930,29,12,2019
2019-12-30,1936,30,12,2019
2019-12-31,1944,31,12,2019
2020-01-01,1952,1,1,2020
2020-01-02,1955,2,1,2020
2020-01-03,1961,3,1,2020
2020-01-04,1965,4,1,2020
2020-01-05,1968,5,1,2020
2020-01-06,1973,6,1,2020
2020-01-07,1977,7,1,2020
2020-01-08,1980,8,1,2020
2020-01-09,1983,9,1,2020
2020-01-10,1987,10,1,2020
2020-01-11,1989,11,1,2020
2020-01-12,1991,12,1,2020
2020-01-13,1995,13,1,2020
2020-01-14,1997,14,1,2020
2020-01-15,2001,15,1,2020
2020-01-16,2002,16,1,2020
2020-01-17,2005,17,1,2020
2020-01-18,2008,18,1,2020
2020-01-19,2010,19,1,2020
2020-01-20,2014,20,1,2020
2020-01-21,2014,21,1,2020
2020-01-22,2014,22,1,2020
2020-01-23,2014,23,1,2020
2020-01-24,2014,24,1,2020
2020-01-25,2015,25,1,2020
2020-01-26,2015,26,1,2020
2020-01-27,2015,27,1,2020
2020-01-28,2018,28,1,2020
2020-01-29,2018,29,1,2020
2020-01-30,2018,30,1,2020
2020-01-31,2018,31,1,2020
2020-02-01,2018,1,2,2020
2020-02-02,2018,2,2,2020
2020-02-03,2017,3,2,2020
2020-02-04,2017,4,2,2020
2020-02-05,2016,5,2,2020
2020-02-06,2014,6,2,2020
2020-02-07,2012,7,2,2020
2020-02-08,2009,8,2,2020
2020-02-09,2006,9,2,2020
2020-02-10,2003,10,2,2020
2020-02-11,1999,11,2,2020
2020-02-12,1996,12,2,2020
2020-02-13,1993,13,2,2020
2020-02-14,1990,14,2,2020
2020-02-15,1988,15,2,2020
2020-02-16,1985,16,2,2020
2020-02-17,1982,17,2,2020
2020-02-18,1978,18,2,2020
2020-02-19,1973,19,2,2020
2020-02-20,1969,20,2,2020
2020-02-21,1965,21,2,2020
2020-02-22,1960,22,2,2020
2020-02-23,1955,23,2,2020
2020-02-24,1951,24,2,2020
2020-02-25,1945,25,2,2020
2020-02-26,1941,26,2,2020
2020-02-27,1934,27,2,2020
2020-02-28,1931,28,2,2020
2020-03-01,1921,1,3,2020
2020-03-02,1916,2,3,2020
2020-03-03,1913,3,3,2020
2020-03-04,1911,4,3,2020
2020-03-05,1910,5,3,2020
2020-03-06,1910,6,3,2020
2020-03-07,1908,7,3,2020
2020-03-08,1908,8,3,2020
2020-03-09,1909,9,3,2020
2020-03-10,1908,10,3,2020
2020-03-11,1909,11,3,2020
2020-03-12,1910,12,3,2020
2020-03-13,1912,13,3,2020
2020-03-14,1915,14,3,2020
2020-03-15,1918,15,3,2020
2020-03-16,1921,16,3,2020
2020-03-17,1924,17,3,2020
2020-03-18,1927,18,3,2020
2020-03-19,1931,19,3,2020
2020-03-20,1934,20,3,2020
2020-03-21,1936,21,3,2020
2020-03-22,1938,22,3,2020
2020-03-23,1939,23,3,2020
2020-03-24,1939,24,3,2020
2020-03-25,1941,25,3,2020
2020-03-26,1942,26,3,2020
2020-03-27,1942,27,3,2020
2020-03-28,1941,28,3,2020
2020-03-29,1938,29,3,2020
2020-03-30,1942,30,3,2020
2020-03-31,1946,31,3,2020
2020-04-01,1946,1,4,2020
2020-04-02,1946,2,4,2020
2020-04-03,1946,3,4,2020
2020-04-04,1944,4,4,2020
2020-04-05,1942,5,4,2020
2020-04-06,1943,6,4,2020
2020-04-07,1944,7,4,2020
2020-04-08,1944,8,4,2020
2020-04-09,1942,9,4,2020
2020-04-10,1946,10,4,2020
2020-04-11,1954,11,4,2020
2020-04-12,1965,12,4,2020
2020-04-13,1967,13,4,2020
2020-04-14,1971,14,4,2020
2020-04-15,1975,15,4,2020
2020-04-16,1978,16,4,2020
2020-04-17,1981,17,4,2020
2020-04-18,1986,18,4,2020
2020-04-19,1991,19,4,2020
2020-04-20,1995,20,4,2020
2020-04-21,1996,21,4,2020
2020-04-22,1998,22,4,2020
2020-04-23,2002,23,4,2020
2020-04-24,2004,24,4,2020
2020-04-25,2007,25,4,2020
2020-04-26,2011,26,4,2020
2020-04-27,2016,27,4,2020
2020-04-28,2021,28,4,2020
2020-04-29,2023,29,4,2020
2020-04-30,2026,30,4,2020
2020-05-01,2028,1,5,2020
2020-05-02,2031,2,5,2020
2020-05-03,2035,3,5,2020
2020-05-04,2039,4,5,2020
2020-05-05,2041,5,5,2020
2020-05-06,2042,6,5,2020
2020-05-07,2044,7,5,2020
2020-05-08,2049,8,5,2020
2020-05-09,2049,9,5,2020
2020-05-10,2049,10,5,2020
2020-05-11,2051,11,5,2020
2020-05-12,2052,12,5,2020
2020-05-13,2054,13,5,2020
2020-05-14,2054,14,5,2020
2020-05-15,2056,15,5,2020
2020-05-16,2058,16,5,2020
2020-05-17,2059,17,5,2020
2020-05-18,2061,18,5,2020
2020-05-19,2063,19,5,2020
2020-05-20,2064,20,5,2020
2020-05-21,2065,21,5,2020
2020-05-22,2067,22,5,2020
2020-05-23,2068,23,5,2020
2020-05-24,2070,24,5,2020
2020-05-25,2072,25,5,2020
2020-05-26,2072,26,5,2020
2020-05-27,2073,27,5,2020
2020-05-28,2075,28,5,2020
2020-05-29,2076,29,5,2020
2020-05-30,2078,30,5,2020
2020-05-31,2080,31,5,2020
2020-06-01,2082,1,6,2020
2020-06-02,2084,2,6,2020
2020-06-03,2084,3,6,2020
2020-06-04,2086,4,6,2020
2020-06-05,2089,5,6,2020
2020-06-06,2090,6,6,2020
2020-06-07,2090,7,6,2020
2020-06-08,2090,8,6,2020
2020-06-09,2090,9,6,2020
2020-06-10,2087,10,6,2020
2020-06-11,2084,11,6,2020
2020-06-12,2084,12,6,2020
2020-06-13,2084,13,6,2020
2020-06-14,2083,14,6,2020
2020-06-15,2080,15,6,2020
2020-06-16,2076,16,6,2020
2020-06-17,2072,17,6,2020
2020-06-18,2070,18,6,2020
2020-06-19,2065,19,6,2020
2020-06-20,2059,20,6,2020
2020-06-21,2053,21,6,2020
2020-06-22,2049,22,6,2020
2020-06-23,2042,23,6,2020
2020-06-24,2034,24,6,2020
2020-06-25,2026,25,6,2020
2020-06-26,2018,26,6,2020
2020-06-27,2010,27,6,2020
2020-06-28,2003,28,6,2020
2020-06-29,1995,29,6,2020
2020-06-30,1988,30,6,2020
2020-07-01,1983,1,7,2020
2020-07-02,1979,2,7,2020
2020-07-03,1976,3,7,2020
2020-07-04,1971,4,7,2020
2020-07-05,1967,5,7,2020
2020-07-06,1963,6,7,2020
2020-07-07,1960,7,7,2020
2020-07-08,1956,8,7,2020
2020-07-09,1951,9,7,2020
2020-07-10,1947,10,7,2020
2020-07-11,1943,11,7,2020
2020-07-12,1943,12,7,2020
2020-07-13,1941,13,7,2020
2020-07-14,1937,14,7,2020
2020-07-15,1933,15,7,2020
2020-07-16,1929,16,7,2020
2020-07-17,1926,17,7,2020
2020-07-18,1923,18,7,2020
2020-07-19,1921,19,7,2020
2020-07-20,1918,20,7,2020
2020-07-21,1916,21,7,2020
2020-07-22,1914,22,7,2020
2020-07-23,1911,23,7,2020
2020-07-24,1908,24,7,2020
2020-07-25,1903,25,7,2020
2020-07-26,1898,26,7,2020
2020-07-27,1892,27,7,2020
2020-07-28,1883,28,7,2020
2020-07-29,1879,29,7,2020
2020-07-30,1871,30,7,2020
2020-07-31,1862,31,7,2020
2020-08-01,1852,1,8,2020
2020-08-02,1842,2,8,2020
2020-08-03,1831,3,8,2020
2020-08-04,1818,4,8,2020
2020-08-05,1806,5,8,2020
2020-08-06,1794,6,8,2020
2020-08-07,1781,7,8,2020
2020-08-08,1767,8,8,2020
2020-08-09,1753,9,8,2020
2020-08-10,1738,10,8,2020
2020-08-11,1725,11,8,2020
2020-08-12,1711,12,8,2020
2020-08-13,1693,13,8,2020
2020-08-14,1677,14,8,2020
2020-08-15,1658,15,8,2020
2020-08-16,1637,16,8,2020
2020-08-17,1612,17,8,2020
2020-08-18,1587,18,8,2020
2020-08-19,1560,19,8,2020
2020-08-20,1531,20,8,2020
2020-08-21,1499,21,8,2020
2020-08-22,1465,22,8,2020
2020-08-23,1428,23,8,2020
2020-08-24,1394,24,8,2020
2020-08-25,1363,25,8,2020
2020-08-26,1334,26,8,2020
2020-08-27,1305,27,8,2020
2020-08-28,1280,28,8,2020
2020-08-29,1259,29,8,2020
2020-08-30,1236,30,8,2020
2020-08-31,1222,31,8,2020
2020-09-01,1211,1,9,2020
2020-09-02,1200,2,9,2020
2020-09-03,1198,3,9,2020
2020-09-04,1194,4,9,2020
2020-09-05,1188,5,9,2020
2020-09-06,1178,6,9,2020
2020-09-07,1162,7,9,2020
2020-09-08,1152,8,9,2020
2020-09-09,1140,9,9,2020
2020-09-10,1127,10,9,2020
2020-09-11,1115,11,9,2020
2020-09-12,1102,12,9,2020
2020-09-13,1090,13,9,2020
2020-09-14,1080,14,9,2020
2020-09-15,1077,15,9,2020
2020-09-16,1071,16,9,2020
2020-09-17,1070,17,9,2020
2020-09-18,1068,18,9,2020
2020-09-19,1068,19,9,2020
2020-09-20,1070,20,9,2020
2020-09-21,1070,21,9,2020
2020-09-22,1070,22,9,2020
2020-09-23,1072,23,9,2020
2020-09-24,1074,24,9,2020
2020-09-25,1074,25,9,2020
2020-09-26,1076,26,9,2020
2020-09-27,1078,27,9,2020
2020-09-28,1079,28,9,2020
2020-09-29,1086,29,9,2020
2020-09-30,1095,30,9,2020
2020-10-01,1110,1,10,2020
2020-10-02,1124,2,10,2020
2020-10-03,1141,3,10,2020
2020-10-04,1166,4,10,2020
2020-10-05,1191,5,10,2020
2020-10-06,1217,6,10,2020
2020-10-07,1239,7,10,2020
2020-10-08,1255,8,10,2020
2020-10-09,1267,9,10,2020
2020-10-10,1278,10,10,2020
2020-10-11,1285,11,10,2020
2020-10-12,1292,12,10,2020
2020-10-13,1296,13,10,2020
2020-10-14,1297,14,10,2020
2020-10-15,1297,15,10,2020
2020-10-16,1293,16,10,2020
2020-10-17,1286,17,10,2020
2020-10-18,1277,18,10,2020
2020-10-19,1267,19,10,2020
2020-10-20,1255,20,10,2020
2020-10-21,1245,21,10,2020
2020-10-22,1242,22,10,2020
2020-10-23,1228,23,10,2020
2020-10-24,1215,24,10,2020
2020-10-25,1203,25,10,2020
2020-10-26,1193,26,10,2020
2020-10-27,1186,27,10,2020
2020-10-28,1183,28,10,2020
2020-10-29,1183,29,10,2020
2020-10-30,1186,30,10,2020
2020-10-31,1192,31,10,2020
2020-11-01,1207,1,11,2020
2020-11-02,1219,2,11,2020
2020-11-03,1231,3,11,2020
2020-11-04,1242,4,11,2020
2020-11-05,1249,5,11,2020
2020-11-06,1256,6,11,2020
2020-11-07,1251,7,11,2020
2020-11-08,1250,8,11,2020
2020-11-09,1244,9,11,2020
2020-11-10,1242,10,11,2020
2020-11-11,1236,11,11,2020
2020-11-12,1227,12,11,2020
2020-11-13,1219,13,11,2020
2020-11-14,1208,14,11,2020
2020-11-15,1197,15,11,2020
2020-11-16,1178,16,11,2020
2020-11-17,1172,17,11,2020
2020-11-18,1166,18,11,2020
2020-11-19,1173,19,11,2020
2020-11-20,1173,20,11,2020
2020-11-21,1173,21,11,2020
2020-11-22,1174,22,11,2020
2020-11-23,1178,23,11,2020
2020-11-24,1181,24,11,2020
2020-11-25,1188,25,11,2020
2020-11-26,1204,26,11,2020
2020-11-27,1225,27,11,2020
2020-11-28,1251,28,11,2020
2020-11-29,1276,29,11,2020
2020-11-30,1301,30,11,2020
2020-12-01,1327,1,12,2020
2020-12-02,1355,2,12,2020
2020-12-03,1389,3,12,2020
2020-12-04,1420,4,12,2020
2020-12-05,1451,5,12,2020
2020-12-06,1475,6,12,2020
2020-12-07,1497,7,12,2020
2020-12-08,1516,8,12,2020
2020-12-09,1533,9,12,2020
2020-12-10,1547,10,12,2020
2020-12-11,1563,11,12,2020
2020-12-12,1576,12,12,2020
2020-12-13,1592,13,12,2020
2020-12-14,1607,14,12,2020
2020-12-15,1624,15,12,2020
2020-12-16,1640,16,12,2020
2020-12-17,1655,17,12,2020
2020-12-18,1672,18,12,2020
2020-12-19,1689,19,12,2020
2020-12-20,1703,20,12,2020
2020-12-21,1718,21,12,2020
2020-12-22,1731,22,12,2020
2020-12-23,1744,23,12,2020
2020-12-24,1756,24,12,2020
2020-12-25,1764,25,12,2020
2020-12-26,1772,26,12,2020
2020-12-27,1780,27,12,2020
2020-12-28,1786,28,12,2020
2020-12-29,1800,29,12,2020
2020-12-30,1807,30,12,2020
2020-12-31,1812,31,12,2020
2021-01-01,1816,1,1,2021
2021-01-02,1817,2,1,2021
2021-01-03,1818,3,1,2021
2021-01-04,1825,4,1,2021
2021-01-05,1826,5,1,2021
2021-01-06,1829,6,1,2021
2021-01-07,1833,7,1,2021
2021-01-08,1839,8,1,2021
2021-01-09,1843,9,1,2021
2021-01-10,1846,10,1,2021
2021-01-11,1850,11,1,2021
2021-01-12,1855,12,1,2021
2021-01-13,1859,13,1,2021
2021-01-14,1865,14,1,2021
2021-01-15,1870,15,1,2021
2021-01-16,1876,16,1,2021
2021-01-17,1880,17,1,2021
2021-01-18,1886,18,1,2021
2021-01-19,1893,19,1,2021
2021-01-20,1897,20,1,2021
2021-01-21,1900,21,1,2021
2021-01-22,1907,22,1,2021
2021-01-23,1915,23,1,2021
2021-01-24,1923,24,1,2021
2021-01-25,1928,25,1,2021
2021-01-26,1931,26,1,2021
2021-01-27,1935,27,1,2021
2021-01-28,1938,28,1,2021
2021-01-29,1943,29,1,2021
2021-01-30,1947,30,1,2021
2021-01-31,1949,31,1,2021
2021-02-01,1952,1,2,2021
2021-02-02,1957,2,2,2021
2021-02-03,1961,3,2,2021
2021-02-04,1966,4,2,2021
2021-02-05,1973,5,2,2021
2021-02-06,1977,6,2,2021
2021-02-07,1981,7,2,2021
2021-02-08,1985,8,2,2021
2021-02-09,1989,9,2,2021
2021-02-10,1993,10,2,2021
2021-02-11,1997,11,2,2021
2021-02-12,1999,12,2,2021
2021-02-13,2003,13,2,2021
2021-02-14,2006,14,2,2021
2021-02-15,2011,15,2,2021
2021-02-16,2012,16,2,2021
2021-02-17,2013,17,2,2021
2021-02-18,2015,18,2,2021
2021-02-19,2016,19,2,2021
2021-02-20,2018,20,2,2021
2021-02-21,2021,21,2,2021
2021-02-22,2022,22,2,2021
2021-02-23,2022,23,2,2021
2021-02-24,2022,24,2,2021
2021-02-25,2025,25,2,2021
2021-02-26,2026,26,2,2021
2021-02-27,2026,27,2,2021
2021-02-28,2026,28,2,2021
2021-03-01,2026,1,3,2021
2021-03-02,2028,2,3,2021
2021-03-03,2026,3,3,2021
2021-03-04,2026,4,3,2021
2021-03-05,2026,5,3,2021
2021-03-06,2026,6,3,2021
2021-03-07,2027,7,3,2021
2021-03-08,2029,8,3,2021
2021-03-09,2030,9,3,2021
2021-03-10,2035,10,3,2021
2021-03-11,2037,11,3,2021
2021-03-12,2040,12,3,2021
2021-03-13,2042,13,3,2021
2021-03-14,2045,14,3,2021
2021-03-15,2047,15,3,2021
2021-03-16,2049,16,3,2021
2021-03-17,2053,17,3,2021
2021-03-18,2058,18,3,2021
2021-03-19,2062,19,3,2021
2021-03-20,2067,20,3,2021
2021-03-21,2070,21,3,2021
2021-03-22,2073,22,3,2021
2021-03-23,2079,23,3,2021
2021-03-24,2083,24,3,2021
2021-03-25,2085,25,3,2021
2021-03-26,2088,26,3,2021
2021-03-27,,27,3,2021
2021-03-28,,28,3,2021
2021-03-29,,29,3,2021
2021-03-30,,30,3,2021
2021-03-31,,31,3,2021
2021-04-01,2106,1,4,2021
2021-04-02,2109,2,4,2021
2021-04-03,2113,3,4,2021
2021-04-04,2115,4,4,2021
2021-04-05,2121,5,4,2021
2021-04-06,2124,6,4,2021
2021-04-07,2125,7,4,2021
2021-04-08,2127,8,4,2021
2021-04-09,2129,9,4,2021
2021-04-10,2130,10,4,2021
2021-04-11,2131,11,4,2021
2021-04-12,2133,12,4,2021
2021-04-13,2135,13,4,2021
2021-04-14,2137,14,4,2021
2021-04-15,2142,15,4,2021
2021-04-16,2144,16,4,2021
2021-04-17,2145,17,4,2021
2021-04-18,2150,18,4,2021
2021-04-19,2152,19,4,2021
2021-04-20,2154,20,4,2021
2021-04-21,2159,21,4,2021
2021-04-22,2161,22,4,2021
2021-04-23,2164,23,4,2021
2021-04-24,2166,24,4,2021
2021-04-25,2167,25,4,2021
2021-04-26,2170,26,4,2021
2021-04-27,2172,27,4,2021
2021-04-28,2174,28,4,2021
2021-04-29,2176,29,4,2021
2021-04-30,2179,30,4,2021
2021-05-01,2180,1,5,2021
2021-05-02,2182,2,5,2021
2021-05-03,2184,3,5,2021
2021-05-04,2186,4,5,2021
2021-05-05,2188,5,5,2021
2021-05-06,2189,6,5,2021
2021-05-07,2191,7,5,2021
2021-05-08,2194,8,5,2021
2021-05-09,2194,9,5,2021
2021-05-10,2196,10,5,2021
2021-05-11,2202,11,5,2021
2021-05-12,2203,12,5,2021
2021-05-13,2203,13,5,2021
2021-05-14,2206,14,5,2021
2021-05-15,2208,15,5,2021
2021-05-16,2209,16,5,2021
2021-05-17,2210,17,5,2021
2021-05-18,2212,18,5,2021
2021-05-19,2216,19,5,2021
2021-05-20,2217,20,5,2021
2021-05-21,2217,21,5,2021
2021-05-22,2217,22,5,2021
2021-05-23,2220,23,5,2021
2021-05-24,2220,24,5,2021
2021-05-25,2221,25,5,2021
2021-05-26,2222,26,5,2021
2021-05-27,2222,27,5,2021
2021-05-28,2222,28,5,2021
2021-05-29,2220,29,5,2021
2021-05-30,2220,30,5,2021
2021-05-31,2219,31,5,2021
2021-06-01,2216,1,6,2021
2021-06-02,2215,2,6,2021
2021-06-03,2214,3,6,2021
2021-06-04,2212,4,6,2021
2021-06-05,2210,5,6,2021
2021-06-06,2210,6,6,2021
2021-06-07,2209,7,6,2021
2021-06-08,2208,8,6,2021
2021-06-09,2205,9,6,2021
2021-06-10,2202,10,6,2021
2021-06-11,2201,11,6,2021
2021-06-12,2198,12,6,2021
2021-06-13,2199,13,6,2021
2021-06-14,2198,14,6,2021
2021-06-15,2199,15,6,2021
2021-06-16,2196,16,6,2021
2021-06-17,2195,17,6,2021
2021-06-18,2191,18,6,2021
2021-06-19,2189,19,6,2021
2021-06-20,2190,20,6,2021
2021-06-21,2187,21,6,2021
2021-06-22,2184,22,6,2021
2021-06-23,2181,23,6,2021
2021-06-24,2178,24,6,2021
