CodigoEstacao,Nome,telem
15221000,RIO PURAQUEQUARA,0
15221100,RIO PURAQUEQUARA (PRÓX. MATADOURO AMAZONBOI),0
15221300,RIO PURAQUEQUARA (JUSANTE RIO AMAZONAS),0
15230200,PUERTO VILLARROEL,0
15231000,PUENTE YAPACANI,0
15232000,PUENTE PAILAS,0
15233000,CAMIACO,0
15234000,LOS PUENTES,0
15235000,PUERTO  VARADOR,0
15238000,PUERTO ALMACÉN,0
15239000,SAN BORJA,0
15240000,PARAÍSO,0
15240100,CGH CACHOEIRA DO CAMBARÁ JUSANTE,1
15241000,ABAPO,1
15242000,PUERTO SILES,0
15245000,SERINGAL SÃO LUIZ,0
15246000,BOA VISTA DO PACAÁS,0
15247000,PRÓXIMO GUAJARÁ-MIRIM,0
15248000,BOCA DO POMPEU - MONTANTE,0
15248010,BOCA DO POMPEU - JUSANTE,1
15250000,GUAJARÁ-MIRIM,1
15250001,UHE JIRAU GUAJARÁ-MIRIM,1
15250002,GUAJARÁ-MIRIM,0
15250004,GUAJARÁ-MIRIM,0
15250005,GUAJARÁ-MIRIM,0
15250010,GUAYARAMERIN,0
15250030,NOVA MAMORÉ,0
15250100,CAMPAMENTO MORE,0
15250500,HUMAPALCA,0
15251000,CAJETILLAS,0
15252000,PUENTE VILLA,0
15253000,VILLA BARRIENTOS,0
15254000,SANTA RITA DE BS.AS,0
15255000,PALCA,0
15256000,ARANJUEZ,0
15257000,OBRAJES,0
15258000,CHICANI,0
15259000,HOLGUÍN,0
15260000,ACHACHICALA,0
15261000,CHACALTAYA,0
15261400,CAREIRO CASTANHO (ESTÁDIO MUNICIPAL),0
15261600,IGARAPÉ SÃO RAIMUNDO,0
15262000,CAHUA,0
15263000,ANGOSTO QUERCANO,0
15274000,ANGOSTO DEL BALA,0
15275100,RURRENABAQUE,0
15276000,EXTREMA,1
15277000,PUERTO RICO,0
15280000,SENA,1
15289800,MIRAFLORES,0
15290000,PEÑA AMARILLA,1
15292000,RIBERALTA,0
15293000,CARACOLES,0
15295500,CACHUELA ESPERANZA,0
15300000,VILA MURTINHO,0
15302000,PUERTO MALDONADO,0
15303000,TAMBOPATA,0
15304000,QUINCEMIL,0
15305000,CHONTACHACA,0
15306000,ROCOTAL,0
15307000,SALVACION,0
15308000,PAKITZA,0
15310000,FRONTIERE,0
15312000,EL SENA,0
15316500,UHE JIRAU CACHOEIRA DO RIBEIRÃO,1
15317000,UHE JIRAU ARARAS,1
15318000,UHE JIRAU JUSANTE RIO BENI,1
15318001,UHE SANTO ANTÔNIO JUSANTE RIO BENI,0
15320000,UHE SANTO ANTÔNIO ABUNÃ,0
15320002,ABUNÃ,1
15320003,UHE JIRAU ABUNÃ,0
15320004,PORTO VELHO,0
15321000,BALSA DO RIO ABUNÃ,0
15323000,COLOCAÇÃO CAJUEIRO,0
15324000,PLÁCIDO DE CASTRO,1
15324300,PLÁCIDO DE CASTRO,0
15324500,UHE JIRAU NOVA CALIFORNIA,1
15325000,MORADA NOVA,0
15326000,MORADA NOVA - JUSANTE,1
15326001,PORTO VELHO,0
15326010,UHE JIRAU MORADA NOVA JUSANTE,1
15326100,JUSANTE FORTALEZA DO ABUNÃ,0
15330000,PRÓXIMO ABUNÃ,0
15335000,UHE JIRAU VELHA MUTUM-PARANÁ,1
15340000,PALMEIRAL (SALTO JIRAU),0
15340300,UHE JIRAU RESERVATÓRIO,0
15340500,UHE JIRAU BARRAMENTO,1
15340600,UHE JIRAU PORTO R4,1
15341000,UHE SANTO ANTÔNIO JUSANTE CALDEIRÃO DO INFERNO,1
15343000,SERINGAL DAS ARARAS,0
15344000,UHE SANTO ANTÔNIO MONTANTE JACIPARANÁ,1
15344500,PORTO VELHO,0
15345000,SANTO INÁCIO,0
15345900,UHE SANTO ANTÔNIO JACIPARANÁ VILA,1
15346000,JACIPARANÁ,0
15350000,SALTO TEOTÔNIO,0
15350500,UHE SANTO ANTÔNIO RESERVATÓRIO,0
15360000,UHE SANTO ANTÔNIO BARRAMENTO,1
15380000,UHE SANTO ANTÔNIO JUSANTE R-7,1
15390000,UHE SANTO ANTÔNIO PORTO VELHO,1
15400000,PORTO VELHO,1
15400002,PORTO VELHO - JUSANTE,0
15400004,PORTO VELHO,0
15400007,PORTO VELHO - JUSANTE,0
15405000,PCH SANTA CRUZ DE MONTE NEGRO MONTANTE 2,1
15406000,PCH SANTA CRUZ DE MONTE NEGRO MONTANTE 1,1
15408500,MONTE NEGRO,0
15408600,PCH SANTA CRUZ DE MONTE NEGRO BARRAMENTO,1
15408700,PCH SANTA CRUZ DE MONTE NEGRO JUSANTE,1
15409000,CACHOEIRA SANTA CRUZ,0
15410000,CACH SANTA CRUZ JUS 2.CONJ,0
15410002,CACH SANTA CRUZ MONT,0
15410004,CACH SANTA CRUZ JUS 1.CONJ,0
15413000,PCH CANAÃ MONTANTE 2,1
15413100,PCH JAMARI RIO CANAÃ,0
15414000,PCH CANAÃ MONTANTE 1,1
15415000,PONTE BR-421,0
15417980,PCH CANAÃ BARRAMENTO,1
15418000,PCH CANAÃ JUSANTE,1
15420000,CACHOEIRA ESCALVADO,0
15423000,PCH JAMARI JUSANTE 3,0
15423980,PCH JAMARI BARRAMENTO,1
15424000,PCH JAMARI JUSANTE 1,1
15430000,ARIQUEMES,1
15430001,ARIQUEMES,0
15430002,CACHOEIRA DE MONTE CRISTO,0
15430900,UHE SAMUEL RIO BRANCO,1
15431000,FAZENDA RIO BRANCO,0
15431001,PONTE DO RIO BRANCO,0
15431500,PCH JAMARI JUSANTE 2 DESATIVADA,0
15431900,UHE SAMUEL RIO MASSANGANA,1
15432000,MINERAÇÃO PONTE MASSANGANA,0
15440000,SÃO CARLOS,0
15444000,PCH JAMARI JUSANTE 2,1
15444900,UHE SAMUEL RIO PRETO DO CRESPO,1
15445000,PONTE DO RIO PRETO DO CRESPO,0
15450000,SÃO PEDRO,0
15452000,SEÇÃO S-16,0
15452200,SEÇÃO S-23,0
15452500,SEÇÃO S-35,0
15459080,UHE SAMUEL BARRAMENTO,1
15459090,UHE SAMUEL JUSANTE,1
15460000,CACH DO SAMUEL,0
15460002,CACH DO SAMUEL MONT 1.CONJ,0
15460004,CACH DO SAMUEL MONT 2.CONJ,0
15460005,CACH DO SAMUEL JUS 1A,0
15460006,CACH DO SAMUEL JUS 1.CONJ,0
15460007,CACH DO SAMUEL JUS 2.CONJ,0
15460008,CACH DO SAMUEL JUS 3.CONJ,0
15460010,CACH DO SAMUEL JUS 4.CONJ,0
15460012,CACHOEIRA DO SAMUEL 17-F,0
15470000,PONTE DA BR-364,0
15490000,PROSPERIDADE (EX. FOZ DO JAMARI),1
15490001,PORTO VELHO,0
15490200,SÃO CARLOS,0
15490400,UHE SANTO ANTÔNIO SÃO CARLOS,1
15490500,BURITIS,0
15490600,PORTO VELHO,0
15491000,PCH CACHOEIRA FORMOSA,0
15500000,SANTA BÁRBARA,0
15550000,SANTA ISABEL,1
15550001,CANDEIAS DO JAMARI,0
15551000,FOZ DO JAMARI,0
15552000,CACHOEIRINHA,0
15552005,PCH CACHOEIRA MONTANTE,1
15552008,PCH CACHOEIRA BARRAMENTO,1
15552010,CACHOEIRA  AVILA F01,0
15552020,F-02,0
15552030,F-05,0
15552100,PCH APERTADINHO JUSANTE,0
15552200,MINERAÇÃO GOYAN ,0
15552300,BARÃO DO MELGAÇO,0
15552500,APERTADO,0
15552540,UHE RONDON II MONTANTE 2,1
15552550,PCH CACHOEIRA MONTANTE,0
15552560,UHE RONDON II MONTANTE 1,1
15552565,UHE RONDON II RESERVATÓRIO,0
15552570,UHE RONDON II BARRAMENTO,1
15552580,UHE RONDON II JUSANTE,1
15552600,FAZENDA FLOR DO CAMPO,1
15552700,PONTE COMEMORAÇÃO (PIMENTA BUENO),0
15552770,CGH MARTINUV JUSANTE,1
15552800,CGH MARCOL BARRAMENTO,1
15552900,CGH MARCOL JUSANTE,1
15552980,CGH RIO VEADO PRETO JUSANTE,1
15553000,PRÓXIMO PIMENTA BUENO,0
15553100,PCH CASCATA CHUPINGUAIA MONTANTE,1
15553150,PCH CASCATA CHUPINGUAIA BARRAMENTO,1
15553160,PCH CASCATA CHUPINGUAIA CÂMARA DE CARGA,1
15553180,PCH CASCATA CHUPINGUAIA JUSANTE,1
15553200,PCH CHUPINGUAIA MONTANTE,1
15553300,PCH CHUPINGUAIA BARRAMENTO,1
15553350,PCH CHUPINGUAIA JUSANTE,1
15553500,FAZENDA EXPANSÃO,0
15553800,PCH PRIMAVERA MONTANTE 2,1
15553900,PCH CESAR FILHO BARRAMENTO,1
15553950,PCH CESAR FILHO JUSANTE,1
15554000,CACHOEIRA SÃO PAULO,0
15555000,CACHOEIRA REBOJO,0
15555300,PCH PRIMAVERA MONTANTE 1,1
15555500,PCH PRIMAVERA BARRAMENTO,1
15555800,PCH PRIMAVERA JUSANTE,1
15556000,CACHOEIRA PRIMAVERA - MONTANTE,0
15556010,PCH PRIMAVERA JUSANTE,0
15558000,PIMENTA BUENO,1
15558001,PIMENTA BUENO,0
15558200,CACOAL,1
15558500,FAZENDA APURÚ,0
15558501,JI-PARANÁ,0
15558700,ESPIGÃO DO OESTE,0
15558900,ESPIGÃO D'OESTE,0
15559000,SÍTIO BELA VISTA,1
15560000,JI-PARANÁ,1
15560001,JI-PARANÁ,0
15562000,OURO PRETO DO OESTE,0
15564000,JARUARU,1
15565000,JARU,1
15565001,JARU,0
15570000,CACHOEIRA BOM JARDIM,0
15570500,PARAÍSO,0
15571000,SÃO MATEUS,0
15571100,FÁBIO BARRAGEM (EX -JP-14 ),0
15571110,VALE DO ANARI,0
15571200,REBIO JARU,0
15571500,BUENOS AIRES,0
15572000,UNIÃO,0
15573000,PCH MACHADINHO 1,0
15575000,PIRATININGA,0
15575001,MACHADINHO D'OESTE,0
15580000,TABAJARA,1
15583000,ROLIM DE MOURA,0
15590000,MINERAÇÃO JACUNDÁ,0
15590001,ITAPUÃ DO OESTE,0
15627000,UHE SANTO ANTÔNIO PAPAGAIO,1
15627300,ESPÍRITO SANTO,0
15627315,MANICORÉ,0
15627320,SÃO RAFAEL,1
15627340,POUSO ALEGRE,0
15627360,MOANENSE,1
15627400,CALAMA,0
15627700,PORTO VELHO,0
15628000,CALAMA,0
15628100,HUMAITÁ,0
15629000,UHE SANTO ANTÔNIO HUMAITÁ,1
15630000,HUMAITÁ,1
15650000,MALOCA TENHARIM,0
15660000,MAICI-MIRIM,0
15670000,NOVA ESPERANÇA,0
15680000,FAZENDA BELA VISTA,0
15700000,MANICORÉ,1
15700050,CURUÇÁ,1
15700060,AUXILIADORA,0
15710000,PCH JUINA MONTANTE 2,1
15720000,PCH JUINA MONTANTE 1,1
15730000,PCH JUINA BARRAMENTO,1
15740000,PCH JUINA JUSANTE,1
15747900,UHE DARDANELOS RIBEIRÃO TABOCA,1
15748000,CGH ARIPUANÃ MONTANTE,0
15750000,HUMBOLDT,0
15750001,CGH ARIPUANÃ,0
15750500,UHE DARDANELOS MONTANTE,1
15750550,UHE DARDANELOS BARRAMENTO,1
15750600,UHE DARDANELOS JUSANTE,1
15752000,FAZENDA BALAROTE (CANAMA),0
15753900,PCH FAXINAL II MONTANTE,1
15754000,CGH FAXINAL I JUSANTE,1
15790000,BOM DESTINO,0
15795000,LEONTINO,0
15800000,BOCA DO GUARIBA,0
15820000,CONCISA,0
15825000,MINERAÇÃO SÃO FRANCISCO,0
15828000,FAZENDA BOA LEMBRANÇA,0
15830000,PRAINHA VELHA,0
15830400,VILA DO CARMO,0
15850000,NOVO ARIPUANÃ,0
15850002,NOVO ARIPUANÃ,0
15850050,NOVO ARIPUANÃ,1
15850060,MACACO  PREGO,1
15860000,FAZENDA VISTA ALEGRE,1
15900000,BORBA,0
15901000,FOZ DO MADEIRA,0
15903000,BOA FÉ,0
15905000,BOCA DO URUÇU,0
15910000,SANTARÉM SUCUNDURI,1
15910001,SANTARÉM,0
15920000,ARARI,0
15930000,ACARI BR-230,0
15939970,AUTAZES (ORLA),0
15940000,NOVA OLINDA DO NORTE,0
15950000,COMUNIDADE NOSSA SENHORA DO ROSÁRIO,0
15960000,URUCURITUBA DO MADEIRA,1
15960060,URUCURITUBA,1
16009000,RIO URUBU,0
16009800,PRÓXIMO O PARANÁ DA SERPA,0
16009900,RIO AMAZONAS,0
16010000,RIO URUBU,0
16010400,PONTE RIO URUBU,0
16010500,PONTE RIO URUBU,0
16018000,UHE PITINGA MONTANTE,1
16019000,UHE PITINGA SERRA,1
16020000,UHE PITINGA BARRAMENTO,1
16020100,UHE PITINGA JUSANTE,1
16020200,UHE BALBINA RIO PITINGA,1
16024900,UHE BALBINA RIO PITINGUINHA,0
16025000,UHE PITINGA MONTANTE,0
16030000,ITACOATIARA,1
16060000,POSTO FUNAI,0
16062000,UHE BALBINA MONTANTE,1
16063000,UHE BALBINA RESERVATÓRIO 3,0
16063300,UHE BALBINA RESERVATÓRIO 2,0
16070900,UHE BALBINA RIO TUCUMARI,0
16070930,UHE BALBINA RESERVATÓRIO 1,0
16070980,UHE BALBINA BARRAMENTO,1
16070990,UHE BALBINA BARRAMENTO CANAL DE FUGA,0
16080000,BALBINA P-8 (UHE BALBINA),0
16080001,UHE BALBINA BRAÇO DIREITO,0
16080002,UHE BALBINA BRAÇO ESQUERDO,0
16080003,UHE BALBINA 3 CONJUNTO BRAÇO DIREITO 2.,0
16080004,BALBINA 4 CONJUNTO BRAÇO ESQ,0
16080005,BALBINA 5 CONJUNTO,0
16080006,BALBINA 6 CONJUNTO,0
16080007,BALBINA 7 CONJUNTO,0
16090000,UHE BALBINA JUSANTE,1
16091000,RIO UATUMÃ (PONTE DE BALBINA),0
16091100,RIO UATUMÃ (RAMAL DA MORENA),0
16100000,CACHOEIRA MORENA,1
16100900,FOZ DO RIO UATUMÃ COM RIO AMAZONAS,0
16110000,RIO UATUMÃ (MONTANTE),0
16111000,RIO UATUMÃ (JUSANTE),0
16129000,PCH ALTO JATAPU MONTANTE 2,1
16129500,PCH ALTO JATAPU RIO BARARATI,1
16130000,PCH ALTO JATAPÚ,0
16131000,PCH ALTO JATAPU BARRAMENTO,1
16131200,PCH ALTO JATAPU JUSANTE,1
16150000,KATUEMA,0
16200000,BASE DA SIDERAMA,0
16205000,BASE SIDERAMA - JUSANTE,1
16210000,RANCHO DO BARROSO,0
16230000,RIO ITABANI,0
16231050,RIO URUBUÍ (CORREDEIRA URUBUÍ),0
16239000,RIO PRETO (MONTANTE),0
16239100,RIO PRETO (BALNEÁRIO),0
16239500,PONTE RIO URUBU,0
16250000,OSÓRIO FONSECA,0
16300000,MAUÉS,0
16300100,MAUÉS,0
16340900,ABAIXO DO FRIGORÍFICO OSÓRIO,0
16340940,FRONTEIRA DO AMAZONAS COM PARÁ,0
16350000,PARINTINS,0
16350001,PORTO DE PARINTINS,0
16350002,PARINTINS,0
16350100,RIO NHAMUNDÁ - MONTANTE,0
16350150,RIO NHAMUNDÁ - JUSANTE,0
16355000,CASTANHO,0
16360000,FAZENDA PARAMAZONAS,0
16365000,MAMURU,0
16368000,MINERAÇÃO CAIMA,0
16370000,PERIMETRAL NORTE,0
16380080,PONTA DA ILHA,0
16390060,TREZE QUEDAS,0
16390080,TURUNA,0
16410060,MANUEL JOSÉ,0
16410070,ILHINHA,0
16410080,MANIVA,0
16429480,TAJA,0
16430000,GARGANTA,1
16430003,CUMARU 2,0
16430004,MAGINA 2,0
16430005,MAGINA 1,0
16430008,QUEBRA POTE 3,0
16440000,ALDEIA DO CHAPÉU,0
16449480,ANANAI,0
16450000,CACHOEIRA ALTA,0
16460000,CARAMUJO,0
16470002,CUMARU,0
16480000,ALDEIA WAI-WAI,0
16480080,CACHOEIRA DA BATERIA,0
16490480,CARONA,0
16490490,ASSUNÇÃO,0
16500000,ESTIRÃO DA ANGÉLICA,1
16560000,MAP-1,0
16560080,CACHOEIRA DA ÉGUA,0
16590000,TABULEIRO - REBIO TROMBETAS,0
16600000,PORTO TROMBETAS,0
16620000,MÃE CUE,0
16650000,CACH DA PORTEIRA - CONJ 1,0
16650002,CACH DA PORTEIRA - CONJ 2,0
16650004,CACH DA PORTEIRA - CONJ 3,0
16660000,IBDF,0
16661000,TABULEIRO - REBIO TROMBETAS,1
16670000,PRAIA RASA,0
16700000,TIRIOS,0
16720000,MB-01,0
16780000,SA-03,0
16790060,ARMAZEM,0
16800000,VISTA ALEGRE - CONJ 1,1
16800002,VISTA ALEGRE - CONJ.2,0
16800004,VISTA ALEGRE - CONJ 3,0
16810000,CACHOEIRA DA PANCADA,0
16810080,CARAPANA,0
16820000,BARRACÃO DE PEDRA,0
16900000,ORIXIMINÁ,1
17050000,ÓBIDOS - PORTO,0
17050001,ÓBIDOS,1
17050002,ÓBIDOS - MD (AUXILIAR),0
17060000,CURUAI,0
17061000,SANTA CARIDADE,0
17070000,SETE VARAS,0
17090000,BOCA DO INFERNO,0
17090100,HIDRECON I,0
17090300,CONQUISTA DO OESTE,0
17090400,PCH SANTA LÚCIA I E II MONTANTE 2,1
17090500,PCH SANTA LÚCIA I E II MONTANTE 1,1
17090550,CAMPOS DE JÚLIO,0
17090580,PCH SANTA LÚCIA I E II BARRAMENTO,1
17090600,PCH SANTA LÚCIA I E II JUSANTE,1
17090700,PCH JESUÍTA MONTANTE,1
17091000,FAZENDA TUCUNARÉ,0
17091030,PCH SEGREDO MONTANTE,1
17091035,UHE JURUENA BARRAMENTO,1
17091040,PCH CIDEZAL BARRAMENTO,1
17091045,PCH CIDEZAL JUSANTE,1
17091046,PCH JESUÍTA BARRAMENTO,1
17091047,PCH SAPEZAL BARRAMENTO,1
17091048,PCH SAPEZAL JUSANTE,1
17091050,PCH SEGREDO BARRAMENTO,1
17091080,PCH ILHA COMPRIDA BARRAMENTO,1
17091085,UHE JURUENA MONTANTE,1
17091090,PCH ILHA COMPRIDA JUSANTE,1
17091093,PCH PARECIS BARRAMENTO,1
17091095,PCH PARECIS JUSANTE,1
17091096,PCH RONDON BARRAMENTO,1
17091097,PCH RONDON JUSANTE,1
17091098,PCH TELEGRÁFICA BARRAMENTO,1
17091099,PCH TELEGRÁFICA JUSANTE,1
17091100,CAMPOS DE JÚLIO,0
17091110,CAMPO NOVO DO PARECIS,0
17091130,PCH DIVISA MONTANTE 2,1
17091150,PCH DIVISA MONTANTE 1,1
17091160,PCH DIVISA BARRAMENTO,1
17091170,PCH DIVISA JUSANTE,1
17091180,PCH BURITI MONTANTE 2,1
17091190,COMODORO - RIO JUÍNA,1
17091200,PCH BURITI MONTANTE 1,1
17091210,PCH JUÍ 117 MONTANTE 2,1
17091300,PCH BURITI BARRAMENTO,1
17091310,PCH JUÍ 117 MONTANTE 1,1
17091400,PCH BURITI JUSANTE,1
17091410,PCH JUÍ 117 JUSANTE,1
17091450,FAZENDA RODIAL,1
17091500,SAPEZAL,0
17091508,SAPEZAL - RIO PAPAGAIO,1
17091510,SAPEZAL,0
17091530,PONTE MT-235 (Rio Sacre),0
17091540,PONTE MT-235 (Rio Verde),0
17091546,CAMPO NOVO PARECIS - RIO VERDE,1
17091550,PCH SACRE 2 RIO VERDE,1
17091560,PCH SACRE 2 RIO VERDE DESATIVADA,0
17091580,PCH SACRE 2 MONTANTE 2,1
17091600,PCH SACRE 2 MONTANTE 1,1
17092800,ALDEIA SACRE II,0
17092801,CAMPO NOVO DO PARECIS,0
17092850,PCH SACRE 2 JUSANTE,1
17092900,UTIARITI,0
17092950,FAZENDA SATÉLITE,0
17092960,PONTE ANTIGA BR-364 ,1
17093000,FONTANILHAS,0
17093010,MT-170,1
17093020,RIO JURUENA - PONTE EM JUÍNA,1
17093100,FAZENDA DANIEL,0
17093120,PONTE QUEBRADA,0
17093140,LAGOA DO LIXÃO,0
17093160,CAPTAÇÃO DO DAE,0
17093180,LAGOA DO CTG,0
17093200,PONTE CASTANHEIRA,0
17093220,FAZENDA TRÊS QUEDAS,0
17093240,PONTE ESCOLA AGRÍCOLA,0
17093400,PCH GARGANTA DA JARARACA MONTANTE 1,1
17093450,FAZENDA BEIRA RIO,0
17093500,PCH GARGANTA DA JARARACA MONTANTE 2,1
17093600,PCH GARGANTA DA JARARACA BARRAMENTO,1
17093700,PCH GARGANTA DA JARARACA  JUSANTE,1
17093750,PCH INXU BARRAMENTO,1
17093800,UHE BARUITO MONTANTE,0
17094000,PCH BARUITO BARRAMENTO,1
17094005,RIO DO SANGUE (SG-03),0
17094010,PCH BARUITO JUSANTE,1
17094050,PCH INXU JUSANTE,1
17094100,FAZENDA PONTE DE PEDRA,0
17094200,PONTE MT-428 (Rio do Sangue),0
17094300,BRASNORTE,0
17094400,PCH BOCAIÚVA MONTANTE,1
17094500,FAZENDA ALEGRIA,0
17094520,PCH BOCAIÚVA BARRAMENTO,1
17094550,PCH BOCAIÚVA JUSANTE,1
17094600,CRAVARI (CR-01),0
17095000,FAZENDA TOMBADOR,0
17097000,GLEBA AGROSAN,0
17098000,FAZENDA VALE DO TUCANA,0
17098500,FAZENDA CACHOEIRA GRANDE,1
17099000,FAZENDA CACHOEIRA DE PAU,1
17099100,CGH NOVO COLORADO BARRAMENTO,1
17099130,CGH NOVO COLORADO JUSANTE,1
17099200,CGH ÁGUA VERDE JUSANTE,1
17099300,PCH RIO CLARO MONTANTE,1
17099320,PCH RIO CLARO BARRAMENTO,1
17099400,PCH RIO CLARO JUSANTE,1
17099500,FAZENDA MASSAPÉ,1
17100000,FAZENDA TAUA,0
17118000,PLANALTO DA SERRA,0
17119000,UHE DO SALTO MAGESSI,0
17119500,SANTA RITA DO TRIVELATO,0
17120000,PORTO DOS GAÚCHOS,0
17120001,PORTO DOS GAUCHOS,0
17120050,CGH MESTRE FALCÃO JUSANTE,1
17121000,CAIABIS (BALSA - ITAPAIUNA),0
17122000,RIO DOS PEIXES,0
17122001,JUARA,0
17123000,RIO ARINOS,0
17123001,RIO ARINOS - JUARA,0
17123100,CGH FAZENDA MODELO BARRAMENTO,1
17123110,CGH FAZENDA MODELO JUSANTE,1
17124000,NÚCLEO ARIEL,0
17125000,EBEC - DIAUARUM (PORTO DA BALSA),0
17127000,PONTE MONTE VERDE,0
17130000,FOZ DO JURUENA,1
17200000,PORTO RONCADOR,0
17210000,TELES PIRES,0
17211100,CGH ÁGUA QUENTE MONTANTE,1
17219300,CGH APROVALE BARRAMENTO,1
17219600,CGH APROVALE JUSANTE,1
17220000,PCH APROVALE,0
17223000,CGH CORRENTÃO JUSANTE,1
17224000,CGH BURITIZAL MONTANTE,1
17224080,CGH SANTO ANTÔNIO I BARRAMENTO,1
17224100,CGH SANTO ANTÔNIO I JUSANTE,1
17228000,PCH CANOA QUEBRADA RIBEIRÃO GRANDE,1
17229000,PCH CANOA QUEBRADA RIBEIRÃO RANCHÃO,1
17230000,PCH CANOA QUEBRADA MONTANTE,1
17231000,LUCAS DO RIO VERDE,0
17240000,FAZENDA JOÃO E MARCELO,0
17240900,PCH NOVA MUTUM MONTANTE,1
17250000,FAZENDA RECANTO,0
17250500,PCH NOVA MUTUM BARRRAMENTO,1
17250550,PCH NOVA MUTUM JUSANTE,1
17260000,PCH CANOA QUEBRADA BARRAMENTO,1
17270000,PCH CANOA QUEBRADA JUSANTE,1
17271000,SORRISO,0
17271100,SORRISO,1
17272000,SORRISO,0
17273000,SINOP,0
17273100,UHE COLÍDER PONTE MT-222,1
17275000,UHE COLÍDER PONTE MT-242,0
17275100,UHE SINOP RIO VERDE,1
17277000,FAZENDA CERON,1
17277300,UHE SINOP MONTANTE 1,1
17277500,UHE SINOP MONTANTE 2,1
17278000,SORRISO,0
17278490,PCH FOZ DO CEDRO BARRAMENTO,1
17278500,PCH FOZ DO CEDRO JUSANTE,1
17279000,SINOP,0
17280000,CACHOEIRÃO,0
17280500,UHE COLÍDER CACHOEIRÃO,0
17280940,UHE SINOP RESERVATÓRIO 1,0
17280970,UHE SINOP RESERVATÓRIO 2,0
17280980,UHE SINOP BARRAMENTO,1
17280990,UHE SINOP JUSANTE,1
17290000,ITAUBA,0
17291000,UHE COLÍDER RIO RENATO,1
17300000,FAZENDA TRATEX,0
17304000,UHE COLÍDER RESERVATÓRIO,0
17305000,UHE COLÍDER BARRAMENTO,0
17306000,UHE COLÍDER JUSANTE,0
17307000,UHE COLÍDER PESQUEIRO DO GIL,1
17310000,NOVA CANAÃ DO NORTE,0
17340000,INDECO,0
17340100,CARLINDA,0
17340200,UHE TELES PIRES MONTANTE 2,1
17341000,PCH SALTO TRÊS DE MAIO JUSANTE,0
17343000,ESTRADA CUIABÁ - SANTARÉM,0
17344000,PCH BRAÇO NORTE III RIO SÃO BENTO,0
17345000,BASE DO CACHIMBO,0
17345001,PCH BRAÇO NORTE III MONTANTE 2,1
17350000,CACHIMBO,0
17354000,PCH BRAÇO NORTE RIO BRAÇO SUL,1
17354400,PCH BRAÇO NORTE III MONTANTE 1,1
17354450,PCH BRAÇO NORTE III BARRAMENTO,1
17354500,PCH BRAÇO NORTE III  (Guarantã Energética Ltda),0
17354550,PCH BRAÇO NORTE III CÓRREGO QUINZE DE NOVEMBRO,1
17354700,PCH BRAÇO NORTE IV BARRAMENTO,1
17354800,PCH BRAÇO NORTE IV JUSANTE,1
17354900,PCH BRAÇO NORTE II RESERVATÓRIO,0
17354930,PCH BRAÇO NORTE II BARRAMENTO,1
17354950,PCH BRAÇO NORTE II JUSANTE,1
17354970,PCH BRAÇO NORTE MONTANTE,1
17354990,PCH BRAÇO NORTE BARRAMENTO,0
17355000,PCH BRAÇO NORTE JUSANTE,1
17360000,ESTRADA CUIABÁ - SANTARÉM,0
17378000,UHE TELES PIRES RIO CRISTALINO,1
17380000,JUSANTE FOZ PEIXOTO DE AZEVEDO,0
17381000,ALTA FLORESTA,1
17381100,UHE TELES PIRES MONTANTE 1,1
17381600,UHE TELES PIRES RIO SANTA HELENA,1
17382000,UHE TELES PIRES MONTANTE 1 DESATIVADA,0
17382100,UHE TELES PIRES RESERVATÓRIO 18,0
17382110,UHE TELES PIRES RESERVATÓRIO 17,0
17382120,UHE TELES PIRES RESERVATÓRIO 16,0
17382125,UHE TELES PIRES RIO PARANAITA,1
17382130,UHE TELES PIRES RESERVATÓRIO 15,0
17382140,UHE TELES PIRES RESERVATÓRIO 14,0
17382150,UHE TELES PIRES RESERVATÓRIO 13,0
17382160,UHE TELES PIRES RESERVATÓRIO 12,0
17383000,UHE TELES PIRES RIO PARANAITA DESATIVADA,0
17383100,UHE TELES PIRES RESERVATÓRIO 19,0
17383300,UHE TELES PIRES RESERVATÓRIO 11,0
17383350,UHE TELES PIRES RESERVATÓRIO 10,0
17383400,UHE TELES PIRES RESERVATÓRIO 9,0
17383450,UHE TELES PIRES RESERVATÓRIO 8,0
17383500,UHE TELES PIRES RESERVATÓRIO,0
17383600,UHE TELES PIRES RESERVATÓRIO 7,0
17383650,UHE TELES PIRES RESERVATÓRIO 6,0
17383700,UHE TELES PIRES RESERVATÓRIO 5,0
17383750,UHE TELES PIRES RESERVATÓRIO 4,0
17383800,UHE TELES PIRES RESERVATÓRIO 3,0
17383900,UHE TELES PIRES RESERVATÓRIO 2,0
17384000,UHE TELES PIRES BARRAMENTO,1
17384200,UHE TELES PIRES JUSANTE,0
17384300,UHE TELES PIRES RESERVATÓRIO 1,0
17385000,PCH CABEÇA DE BOI MONTANTE 2,1
17387000,PCH CABEÇA DE BOI MONTANTE 1,1
17388000,PCH CABEÇA DE BOI RIO TAPAIUNA,0
17389000,PCH CABEÇA DE BOI RIO CABEÇA DE BOI,1
17389500,PCH CABEÇA DE BOI BARRAMENTO,1
17390000,APIACAS,0
17390100,UHE SÃO MANOEL JUSANTE 1,1
17393000,UHE SALTO APIACÁS RIO PIAU,1
17393500,UHE SALTO APIACÁS BARRAMENTO,1
17394000,PCH DA FAZENDA BARRAMENTO,1
