Sistema de Informa��es Hidrol�gicas
Vers�o Web 3.0
� 2018 Ag�ncia Nacional de �guas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluvi�metro, 2 = Pluvi�grafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restri��es da consulta:
C�digo da Esta��o:00266005


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
266005;1;01/02/2023;1;88,6;303,9;2;20;1;1;1;;0;0,7;88,6;0,7;12,3;8,2;15,4;8,3;10,3;0,0;0,0;20,5;20,8;51,2;3,4;0,0;17,8;2,8;0,0;0,0;25,5;0,0;2,4;1,7;0,0;12,5;0,0;0,3;0,5;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
266005;1;01/01/2023;1;82,8;395,8;8;24;1;1;1;;0;32,7;5,3;1,2;0,0;0,7;51,8;7,7;82,8;1,9;8,7;0,0;21,2;43,9;0,0;1,4;2,1;37,6;16,6;0,0;41,0;2,5;11,3;2,3;5,5;6,8;5,8;0,0;0,0;0,0;0,7;4,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
266005;1;01/12/2022;1;50,0;268,2;9;16;1;1;1;;0;12,2;6,1;0,0;0,0;0,0;7,8;12,7;2,8;50,0;0,3;12,6;0,0;43,8;0,0;0,0;0,0;0,6;26,1;2,1;0,0;48,9;0,0;0,0;6,9;0,0;0,0;22,3;13,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
266005;1;01/11/2022;1;59,8;247,3;23;12;1;1;1;;0;0,0;3,5;0,0;0,0;0,0;0,0;10,0;0,0;13,8;3,4;0,0;0,0;0,0;52,7;0,0;44,3;0,0;11,6;0,0;6,6;0,0;0,0;59,8;0,0;0,0;8,6;14,8;18,2;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
266005;1;01/10/2022;1;47,0;168,5;3;12;1;1;1;;0;0,0;22,5;47,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;1,5;4,2;0,4;43,2;0,0;0,0;0,0;0,0;3,2;18,3;1,4;13,5;0,0;0,0;0,0;0,0;0,3;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
266005;1;01/09/2022;1;20,0;53,4;16;6;1;1;1;;0;0,0;0,0;0,0;0,0;3,6;0,0;0,0;0,0;15,5;0,0;0,0;0,0;3,8;0,0;0,0;20,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;0,0;0,0;7,3;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
266005;1;01/08/2022;1;42,4;197,5;4;14;1;1;1;;0;0,0;9,6;5,0;42,4;0,0;9,7;0,0;0,0;0,0;0,0;34,3;0,0;0,0;4,3;37,3;0,5;1,4;34,4;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;4,1;0,0;10,0;3,5;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
266005;1;01/07/2022;1;48,4;189,9;21;18;1;1;1;;0;0,0;1,0;5,4;1,0;0,0;4,8;0,0;8,5;31,7;5,8;0,6;0,0;1,4;0,0;10,0;0,0;0,0;0,0;18,5;2,5;48,4;0,4;33,4;0,5;0,0;0,0;1,0;15,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
266005;1;01/06/2022;1;70,7;229,1;4;20;1;1;1;;0;2,5;0,0;49,9;70,7;0,2;0,0;2,4;0,0;0,0;3,1;2,5;0,3;0,5;12,0;6,4;46,2;0,8;0,0;0,0;12,2;1,8;7,9;0,0;0,4;3,7;0,0;0,5;0,0;0,0;5,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
266005;1;01/05/2022;1;82,5;197,7;2;21;1;1;1;;0;0,0;82,5;7,8;0,2;28,9;0,0;4,8;2,5;1,7;0,0;0,7;0,0;8,5;0,0;4,5;6,2;2,4;24,3;10,5;0,0;0,0;0,0;0,0;0,3;0,8;0,0;1,2;0,7;7,1;1,1;1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
266005;1;01/04/2022;1;67,3;325,2;21;20;1;1;1;;0;0,0;11,6;17,7;3,5;0,8;5,5;18,0;25,7;0,0;0,0;4,1;4,4;22,7;11,3;9,3;0,0;0,0;17,6;3,0;1,3;67,3;0,0;0,0;0,0;0,0;48,7;20,0;0,0;27,3;5,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
