,index,Dt,Nivel,Doy,Yr
10737,10737,1998-12-14,1508.0,348,1998
10738,10738,1998-12-15,1498.0,349,1998
10739,10739,1998-12-15,1490.0,349,1998
10740,10740,1998-12-16,1477.0,350,1998
10741,10741,1998-12-16,1468.0,350,1998
10742,10742,1998-12-17,1457.0,351,1998
10743,10743,1998-12-17,1449.0,351,1998
10744,10744,1998-12-18,1440.0,352,1998
10745,10745,1998-12-18,1432.0,352,1998
10746,10746,1998-12-19,1425.0,353,1998
10747,10747,1998-12-19,1420.0,353,1998
10748,10748,1998-12-20,1415.0,354,1998
10749,10749,1998-12-20,1412.0,354,1998
10750,10750,1998-12-21,1408.0,355,1998
10751,10751,1998-12-21,1406.0,355,1998
10752,10752,1998-12-22,1404.0,356,1998
10753,10753,1998-12-22,1402.0,356,1998
10754,10754,1998-12-23,1402.0,357,1998
10755,10755,1998-12-23,1404.0,357,1998
10756,10756,1998-12-24,1406.0,358,1998
10757,10757,1998-12-24,1408.0,358,1998
10758,10758,1998-12-25,1411.0,359,1998
10759,10759,1998-12-25,1416.0,359,1998
10760,10760,1998-12-26,1421.0,360,1998
10761,10761,1998-12-26,1425.0,360,1998
10762,10762,1998-12-27,1429.0,361,1998
10763,10763,1998-12-27,1434.0,361,1998
10764,10764,1998-12-28,1438.0,362,1998
10765,10765,1998-12-28,1442.0,362,1998
10766,10766,1998-12-29,1445.0,363,1998
10767,10767,1998-12-29,1447.0,363,1998
10768,10768,1998-12-30,1448.0,364,1998
10769,10769,1998-12-30,1449.0,364,1998
10770,10770,1998-12-31,1450.0,365,1998
10771,10771,1998-12-31,1450.0,365,1998
